,FEN
33059,r1b2rk1pp3p1p6p183b41B4P1PP3P1PR1B2RK1
33060,rnb1k1nrppq3pp4pp22ppP33P2Q1P1P52P2PPPR1B1KBNR
33061,rnb1k1nrppq3pp4pp22ppP33P2Q1P1P2N22P2PPPR1B1KB1R
33062,r1b1k1nrppq3pp2n1pp22ppP33P2Q1P1P2N22P2PPPR1B1KB1R
33063,r1b1k1nrppq3pp2n1pp22ppP33P4P1P2NQ12P2PPPR1B1KB1R
33064,r1b1k1nrpp3qpp2n1pp22ppP33P4P1P2NQ12P2PPPR1B1KB1R
33065,r1b1k1nrpp3qpp2n1pp22PpP38P1P2NQ12P2PPPR1B1KB1R
33066,r1b1k2rpp2nqpp2n1pp22PpP38P1P2NQ12P2PPPR1B1KB1R
33067,r1b1k2rpp2nqpp2n1pp22PpP38P1PB1NQ12P2PPPR1B1K2R
33068,r1b1k2rpp2nqpp2n1p32Ppp38P1PB1NQ12P2PPPR1B1K2R
33069,r1b1k2rpp2nqpp2n1p32PpN38P1PB2Q12P2PPPR1B1K2R
33070,r1b1k2rpp2nqpp4p32Ppn38P1PB2Q12P2PPPR1B1K2R
33071,r1b1k2rpp2nqpp4p32PpQ38P1PB42P2PPPR1B1K2R
33072,r1b2rk1pp2nqpp4p32PpQ38P1PB42P2PPPR1B1K2R
33073,r1b2rk1pp2nqpp4p32PpQ38P1PB42P2PPPR1B2RK1
33074,r1b2rk1pp3qpp2n1p32PpQ38P1PB42P2PPPR1B2RK1
33075,r1b2rk1pp3qpp2n1p32Pp48P1PB2Q12P2PPPR1B2RK1
33076,r1b2rk1pp3qpp2n52Ppp38P1PB2Q12P2PPPR1B2RK1
33077,r1b2rk1pp3qpp2n52Ppp38P1PBB1Q12P2PPPR4RK1
33078,r4rk1pp3qpp2n52Pppb28P1PBB1Q12P2PPPR4RK1
33079,r4rk1pp3qpp2n52Pppb28P1PBB1Q12P2PPP1R3RK1
33080,r4rk1pp3qpp2n52Ppp38P1PbB1Q12P2PPP1R3RK1
33081,r4rk1pp3qpp2n52Ppp38P1PPB1Q15PPP1R3RK1
33082,4rrk1pp3qpp2n52Ppp38P1PPB1Q15PPP1R3RK1
33083,4rrk1pp3qpp2n52Ppp35P2P1PPB1Q16PP1R3RK1
33084,4rrk1ppq3pp2n52Ppp35P2P1PPB1Q16PP1R3RK1
33085,4rrk1ppq3pp2n52PpP38P1PPB1Q16PP1R3RK1
33086,4r1k1ppq3pp2n52PpP38P1PPB1Q16PP1R3rK1
33087,4r1k1ppq3pp2n52PpP38P1PPB1Q16PP5RK1
33088,4r1k1pp4pp2n52Ppq38P1PPB1Q16PP5RK1
33089,4r1k1pp4pp2n52PpQ38P1PPB36PP5RK1
33090,4r1k1pp4pp82Ppn38P1PPB36PP5RK1
33091,4r1k1pp4pp82Ppn38P1PPB36PP3R2K1
33092,4r3pp3kpp82Ppn38P1PPB36PP3R2K1
33093,4r3pp3kpp82Ppn38P1PPB2P6P13R2K1
33094,4r3pp3kpp2n52Pp48P1PPB2P6P13R2K1
33095,4r3pp3kpp2n52Pp45B2P1PP3P6P13R2K1
33096,8pp2rkpp2n52Pp45B2P1PP3P6P13R2K1
33097,8pp2rkpp2nB42Pp48P1PP3P6P13R2K1
33098,8pp1r1kpp2nB42Pp48P1PP3P6P13R2K1
33099,8pp1r1kpp2nB42Pp48P1PP3P6P15RK1
33100,8pp1r2pp2nBk32Pp48P1PP3P6P15RK1
33101,8pp1r2pp2nBk32Pp48P1PP3P6P14R1K1
33102,8pp1r1kpp2nB42Pp48P1PP3P6P14R1K1
33103,8pp1r1kpp2nB42Pp48P1PP3P5KP14R3
33104,8p2r1kpp1pnB42Pp48P1PP3P5KP14R3
33105,8p2r1kpp1pnB42Pp48P1PP3P5KP11R6
33106,8p2r2pp1pnBk32Pp48P1PP3P5KP11R6
33107,8p2r2pp1pnBk31RPp48P1PP3P5KP18
33108,8p2r2pp1pnBk31RP53p4P1PP3P5KP18
33109,8p2r2pp1pnBk31RP52Pp4P2P3P5KP18
33110,8p2r2pp2nBk31Rp52Pp4P2P3P5KP18
33111,8p2r2pp2n1k31Rp52Pp4P2P3P5KPB8
33112,8p4rpp2n1k31Rp52Pp4P2P3P5KPB8
33113,8p4rpp2n1k31Rp52Pp4P2P3P4K1PB8
33114,8p3r1pp2n1k31Rp52Pp4P2P3P4K1PB8
33115,8p3r1pp2n1k32R52Pp4P2P3P4K1PB8
33116,8p2kr1pp2n52R52Pp4P2P3P4K1PB8
33117,8p2kr1pp2n52R52Pp4P2P3P3K2PB8
33118,8p2k2pp2n1r32R52Pp4P2P3P3K2PB8
33119,8p2k2pp2n1r36R12Pp4P2P3P3K2PB8
33120,8p2k3p2n1r1p16R12Pp4P2P3P3K2PB8
33121,8p2k3p2n1r1p13R42Pp4P2P3P3K2PB8
33122,2k5p6p2n1r1p13R42Pp4P2P3P3K2PB8
33123,2k5p6p2n1r1p13R42Pp4P2P3P3K2P16B1
33124,2k5p6p2n2rp13R42Pp4P2P3P3K2P16B1
33125,2k5p6p2n2rp13R42PB4P2P3P3K2P18
33126,2k5p6p5rp13R42Pn4P2P3P3K2P18
33127,2k5p6p5rp182PR4P2P3P3K2P18
33128,2k5p6p6p182PR4P2P3P3K1rP18
33129,2k5p6p6p182PR4P1KP3P5rP18
33130,rn1q1rk1pp2ppbp5np13pNb23P42N3P1PP2PPBPR1BQK2R
33131,rn1q1rk1pp2ppbp5np13pNb23P42N3P1PP2PPBPR1BQ1RK1
33132,rn1q1rk1pp2ppbp6p13pNb23Pn32N3P1PP2PPBPR1BQ1RK1
33133,rn1q1rk1pp2ppbp6p13pNb23PN36P1PP2PPBPR1BQ1RK1
33134,rn1q1rk1pp2ppbp6p13pN33Pb36P1PP2PPBPR1BQ1RK1
33135,rn1q1rk1pp2ppbp6p13pN33Pb35PP1PP2P1BPR1BQ1RK1
33136,rn1q1rk1pp2ppbp6p13pNb23P45PP1PP2P1BPR1BQ1RK1
33137,rn1q1rk1pp2ppbp6p13pNb23P44BPP1PP2P1BPR2Q1RK1
33138,r2q1rk1pp1nppbp6p13pNb23P44BPP1PP2P1BPR2Q1RK1
33139,r2q1rk1pp1Nppbp6p13p1b23P44BPP1PP2P1BPR2Q1RK1
33140,r4rk1pp1qppbp6p13p1b23P44BPP1PP2P1BPR2Q1RK1
33141,r1bqkb1rpppn1ppp4pn26B13PN38PPP2PPPR2QKBNR
33142,r1bqkb1rpppn1ppp4pn26B13PN35N2PPP2PPPR2QKB1R
33143,r1bqk2rpppnbppp4pn26B13PN35N2PPP2PPPR2QKB1R
33144,r1bqk2rpppnbppp4pN26B13P45N2PPP2PPPR2QKB1R
33145,r1bqk2rpppn1ppp4pb26B13P45N2PPP2PPPR2QKB1R
33146,r1bqk2rpppn1ppp4pB283P45N2PPP2PPPR2QKB1R
33147,r1b1k2rpppn1ppp4pq283P45N2PPP2PPPR2QKB1R
33148,r1b1k2rpppn1ppp4pq283P45N2PPPQ1PPPR3KB1R
33149,r1b2rk1pppn1ppp4pq283P45N2PPPQ1PPPR3KB1R
33150,r1b2rk1pppn1ppp4pq26Q13P45N2PPP2PPPR3KB1R
33151,r1b2rk1pppn1ppp4p36q13P45N2PPP2PPPR3KB1R
33152,r1b2rk1pppn1ppp4p36N13P48PPP2PPPR3KB1R
33153,rnbqkbnrpp1ppppp2p584P38PPPP1PPPRNBQKBNR
33154,rnbqkbnrpp1ppppp2p584P32N5PPPP1PPPR1BQKBNR
33155,rnbqkbnrpp2pppp2p53p44P32N5PPPP1PPPR1BQKBNR
33156,rnbqkbnrpp2pppp2p53p44P32N2N2PPPP1PPPR1BQKB1R
33157,rn1qkbnrpp2pppp2p53p44P1b12N2N2PPPP1PPPR1BQKB1R
33158,rn1qkbnrpp2pppp2p53p44P1b12N2N1PPPPP1PP1R1BQKB1R
33159,rn1qkbnrpp2pppp2p53p44P32N2b1PPPPP1PP1R1BQKB1R
33160,rn1qkbnrpp2pppp2p53p44P32N2Q1PPPPP1PP1R1B1KB1R
33161,rn1qkb1rpp2pppp2p2n23p44P32N2Q1PPPPP1PP1R1B1KB1R
33162,rn1qkb1rpp2pppp2p2n23p44P32NP1Q1PPPP2PP1R1B1KB1R
33163,rn1qkb1rpp3ppp2p1pn23p44P32NP1Q1PPPP2PP1R1B1KB1R
33164,rn1qkb1rpp3ppp2p1pn23p44P32NP1Q1PPPP1BPP1R1B1K2R
33165,r2qkb1rpp1n1ppp2p1pn23p44P32NP1Q1PPPP1BPP1R1B1K2R
33166,r2qkb1rpp1n1ppp2p1pn23p44P32NP2QPPPP1BPP1R1B1K2R
33167,r2qkb1rpp1n1p1p2p1pnp13p44P32NP2QPPPP1BPP1R1B1K2R
33168,r2qkb1rpp1n1p1p2p1pnp13p44P32NP2QPPPP1BPP1R1B2RK1
33169,r2qk2rpp1n1pbp2p1pnp13p44P32NP2QPPPP1BPP1R1B2RK1
33170,r2qk2rpp1n1pbp2p1pnp13p44PB22NP2QPPPP1BPP1R4RK1
33171,r3k2rpp1n1pbp1qp1pnp13p44PB22NP2QPPPP1BPP1R4RK1
33172,r3k2rpp1n1pbp1qp1pnp13p44PB22NP2QPPPP1BPP11R3RK1
33173,r4rk1pp1n1pbp1qp1pnp13p44PB22NP2QPPPP1BPP11R3RK1
33174,r4rk1ppBn1pbp1qp1pnp13p44P32NP2QPPPP1BPP11R3RK1
33175,r4rk1ppBn1pbp2p1pnp13p43qP32NP2QPPPP1BPP11R3RK1
33176,r4rk1ppBn1pbp2p1pnp13p43qP32NP1BQPPPP2PP11R3RK1
33177,r4rk1ppBn1pbp2p2np13pp33qP32NP1BQPPPP2PP11R3RK1
33178,r4rk1pp1n1pbp2pB1np13pp33qP32NP1BQPPPP2PP11R3RK1
33179,r3r1k1pp1n1pbp2pB1np13pp33qP32NP1BQPPPP2PP11R3RK1
33180,r3r1k1pp1n1pbp2p2np13pp33qP3B1NP1BQPPPP2PP11R3RK1
33181,r3r1k1pp1n1pbp2p2np14p33qp3B1NP1BQPPPP2PP11R3RK1
33182,r3r1k1pp1n1pbp2p2np14p33qP3B1N2BQPPPP2PP11R3RK1
33183,r3r1k1p2n1pbp2p2np11p2p33qP3B1N2BQPPPP2PP11R3RK1
33184,r3r1k1p2n1pbp2p2np11p2p33qP3B1N2BQPPPP2PP11R1R2K1
33185,r3r1k1p2n1pbp1qp2np11p2p34P3B1N2BQPPPP2PP11R1R2K1
33186,r3r1k1p2n1pbp1qp2np11p2p34P3BPN2BQPP1P2PP11R1R2K1
33187,r3r1k1p4pbp1qp2np11pn1p34P3BPN2BQPP1P2PP11R1R2K1
33188,r3r1k1p4pbp1qp2np11pn1p34P31PN2BQPP1P2PP11RBR2K1
33189,r3r1k1p1q2pbp2p2np11pn1p34P31PN2BQPP1P2PP11RBR2K1
33190,r3r1k1p1q2pbp2p2np11pn1p34P31PN1BBQPP1P2PP11R1R2K1
33191,r3r1k1p1q2pbp2p1nnp11p2p34P31PN1BBQPP1P2PP11R1R2K1
33192,r3r1k1p1q2pbp2p1nnp11p2p3P3P31PN1BBQP2P2PP11R1R2K1
33193,r3r1k12q2pbpp1p1nnp11p2p3P3P31PN1BBQP2P2PP11R1R2K1
33194,r3r1k12q2pbpp1p1nnp11p2p3PP2P32N1BBQP2P2PP11R1R2K1
33195,3rr1k12q2pbpp1p1nnp11p2p3PP2P32N1BBQP2P2PP11R1R2K1
33196,3rr1k12q2pbpp1p1nnp11p2p3PP2P32N1B1QP2P1BPP11R1R2K1
33197,3rr1k14qpbpp1p1nnp11p2p3PP2P32N1B1QP2P1BPP11R1R2K1
33198,3rr1k14qpbpp1p1nnp11P2p31P2P32N1B1QP2P1BPP11R1R2K1
33199,3rr1k14qpbp2p1nnp11p2p31P2P32N1B1QP2P1BPP11R1R2K1
33200,3Rr1k14qpbp2p1nnp11p2p31P2P32N1B1QP2P1BPP11R4K1
33201,3r2k14qpbp2p1nnp11p2p31P2P32N1B1QP2P1BPP11R4K1
33202,3r2k14qpbp1Bp1nnp11p2p31P2P32N3QP2P1BPP11R4K1
33203,r5k14qpbp1Bp1nnp11p2p31P2P32N3QP2P1BPP11R4K1
33204,r5k14qpbp1Bp1nnp11p2p31P2P32N2PQP2P1B1P11R4K1
33205,6k14qpbp1Bp1nnp11p2p31P2P3r1N2PQP2P1B1P11R4K1
33206,6k14qpbp1Bp1nnp11p2p31P2P3r1N2P1P2P1B1P11R2Q1K1
33207,6k14qp1p1Bp1nnpb1p2p31P2P3r1N2P1P2P1B1P11R2Q1K1
33208,6k14qp1p1Bp1nnpb1p2p31P2P3r1N2P1P2P3P11R2QBK1
33209,6k14qp1p1Bp2npb1p2p31P1nP3r1N2P1P2P3P11R2QBK1
33210,6k14qp1p2p2npb1pB1p31P1nP3r1N2P1P2P3P11R2QBK1
33211,6k15p1p2p1qnpb1pB1p31P1nP3r1N2P1P2P3P11R2QBK1
33212,6k15p1p2p1qnpb1pB1p31P1nP3r1NB1P1P2P3P11R2Q1K1
33213,6k13n1p1p2p1q1pb1pB1p31P1nP3r1NB1P1P2P3P11R2Q1K1
33214,6k13n1p1p2p1q1pb1p2p31P1BP3r1NB1P1P2P3P11R2Q1K1
33215,6k13n1p1p2p1q1pb1p61P1pP3r1NB1P1P2P3P11R2Q1K1
33216,6k13n1p1p2p1q1pb1p61P1pP3r2B1P1P2P1N1P11R2Q1K1
33217,6k13n1p1p2p1q1p11p61P1pP3r2BbP1P2P1N1P11R2Q1K1
33218,6k13n1p1p2p1q1p11p61P1pP3r2BbP1P2P1N1P11R2Q2K
33219,6k15p1p2p1q1p11p2n31P1pP3r2BbP1P2P1N1P11R2Q2K
33220,6k15p1p2p1q1p11p2n31P1pP3r2BbP1P2P1N1P11R3Q1K
33221,6k15p1p2pq2p11p2n31P1pP3r2BbP1P2P1N1P11R3Q1K
33222,6k15p1p2pq2p11p2n31P1pPP2r2Bb2P2P1N1P11R3Q1K
33223,6k15p1p2pq2p11p61P1pPP2r2nb2P2P1N1P11R3Q1K
33224,6k15p1p2pq2p11p61P1pPP2r2Pb2P4N1P11R3Q1K
33225,6k15p1p2pq2p11p61P1pPP23rb2P4N1P11R3Q1K
33226,6k15p1p2pq2p11p61P1pPP23rbQ1P4N1P11R5K
33227,6k15p1p2pq2p11p61P1pPP24bQ1P3rN1P11R5K
33228,6k15p1p2pq2p11p61P1pPP24bQ1P3rN1P15R1K
33229,6k15p1p2p3p11p61q1pPP24bQ1P3rN1P15R1K
33230,6k15p1p2p3p11p2P31q1p1P24bQ1P3rN1P15R1K
33231,6k15p1p2p3p11p2P32qp1P24bQ1P3rN1P15R1K
33232,6k15p1p2p3p11p2P32qp1P24bQNP3r2P15R1K
33233,6k15p1p2p3p11p2P32qp1P24bQNP2r3P15R1K
33234,6k15p1p2p3p11p2PP22qp44bQNP2r3P15R1K
33235,6k15p1p2p3p11p2PP22qp44bQNP6P12r2R1K
33236,6k15p1p2p1P1p11p3P22qp44bQNP6P12r2R1K
33237,6k17p2p1p1p11p3P22qp44bQNP6P12r2R1K
33238,6k17p2p1p1P11p62qp44bQNP6P12r2R1K
33239,6k17p2p1p1P11p62qp44bQNP6P15r1K
33240,6k17p2p1p1P11p62qp44bQ1P6P15N1K
33241,6k182p1p1p11p62qp44bQ1P6P15N1K
33242,6k182p1pQp11p62qp44b2P6P15N1K
33243,6k182p1pQp181pqp44b2P6P15N1K
33244,6k182p1pQp181pqp44b2P6PK5N2
33245,6k182p1pQ26p11pqp44b2P6PK5N2
33246,6k182p1pQ26p11pqp44N2P6PK8
33247,6k182p1pQ26p11pq54p2P6PK8
33248,6k182p1p36Q11pq54p2P6PK8
33249,85k22p1p36Q11pq54p2P6PK8
33250,85k22p1p381pq54Q2P6PK8
33251,85k22p1p382q51p2Q2P6PK8
33252,85k22p1p34Q32q51p5P6PK8
33253,85k24p32p1Q32q51p5P6PK8
33254,82Q2k24p32p52q51p5P6PK8
33255,82Q54p1k12p52q51p5P6PK8
33256,1Q684p1k12p52q51p5P6PK8
33257,1Q684p32p2k22q51p5P6PK8
33258,5Q284p32p2k22q51p5P6PK8
33259,5Q284p32p52q1k31p5P6PK8
33260,884pQ22p52q1k31p5P6PK8
33261,884pQ22pq44k31p5P6PK8
33262,884p32pq44k31p3Q1P6PK8
33263,884p32pq43k41p3Q1P6PK8
33264,884p32pq43k41p5P6PK3Q4
33265,884p32pqk381p5P6PK3Q4
33266,884p32pqk381p5P4Q1PK8
33267,883kp32pq481p5P4Q1PK8
33268,88Q2kp32pq481p5P6PK8
33269,84k3Q3p32pq481p5P6PK8
33270,8Q3k34p32pq481p5P6PK8
33271,8Q74pk22pq481p5P6PK8
33272,87Q4pk22pq481p5P6PK8
33273,87Q4pk22p1q381p5P6PK8
33274,87Q4pk22p1q381p5P6P17K
33275,87Q4pk22p1q387P1p4P17K
33276,rnbqk2rppppppbp5np182PP42N5PP2PPPPR1BQKBNR
33277,rnbqk2rppppppbp5np182PPP32N5PP3PPPR1BQKBNR
33278,rnbqk2rppp1ppbp3p1np182PPP32N5PP3PPPR1BQKBNR
33279,rnbqk2rppp1ppbp3p1np182PPP32N2P2PP4PPR1BQKBNR
33280,rnbq1rk1ppp1ppbp3p1np182PPP32N2P2PP4PPR1BQKBNR
33281,rnbq1rk1ppp1ppbp3p1np182PPP32N1BP2PP4PPR2QKBNR
33282,rnbq1rk11pp1ppbpp2p1np182PPP32N1BP2PP4PPR2QKBNR
33283,rnbq1rk11pp1ppbpp2p1np182PPP32NBBP2PP4PPR2QK1NR
33284,r1bq1rk11pp1ppbpp1np1np182PPP32NBBP2PP4PPR2QK1NR
33285,r1bq1rk11pp1ppbpp1np1np182PPP32NBBP2PP2N1PPR2QK2R
33286,1rbq1rk11pp1ppbpp1np1np182PPP32NBBP2PP2N1PPR2QK2R
33287,1rbq1rk11pp1ppbpp1np1np182PPP3P1NBBP21P2N1PPR2QK2R
33288,1rbq1rk11ppnppbpp1np2p182PPP3P1NBBP21P2N1PPR2QK2R
33289,1rbq1rk11ppnppbpp1np2p182PPP3P1N1BP21P2N1PPRB1QK2R
33290,1rbq1rk11ppnppbpp2p2p1n72PPP3P1N1BP21P2N1PPRB1QK2R
33291,1rbq1rk11ppnppbpp2p2p1n72PPP3P1N1BP2BP2N1PPR2QK2R
33292,1rbq1rk12pnppbpp2p2p1np62PPP3P1N1BP2BP2N1PPR2QK2R
33293,1rbq1rk12pnppbpp2p2p1nP63PP3P1N1BP2BP2N1PPR2QK2R
33294,1rbq1rk12pnppbp3p2p1np63PP3P1N1BP2BP2N1PPR2QK2R
33295,1rbq1rk12pnppbp3p2p1np61P1PP3P1N1BP2B3N1PPR2QK2R
33296,1rbq1rk12pnppbp3p2p11p61PnPP3P1N1BP2B3N1PPR2QK2R
33297,1rbq1rk12pnppbp3p2p11p61PBPP3P1N1BP24N1PPR2QK2R
33298,1rbq1rk12pnppbp3p2p181PpPP3P1N1BP24N1PPR2QK2R
33299,1rbq1rk12pnppbp3p2p181PpPP3P1N1BP24N1PPR2Q1RK1
33300,1rbq1rk13nppbp2pp2p181PpPP3P1N1BP24N1PPR2Q1RK1
33301,1rbq1rk13nppbp2pp2p181PpPP3P1N1BP23QN1PPR4RK1
33302,1rbq1rk14ppbp1npp2p181PpPP3P1N1BP23QN1PPR4RK1
33303,1rbq1rk14ppbp1npp2pB81PpPP3P1N2P23QN1PPR4RK1
33304,1rbq1rk14pp1p1npp2pb81PpPP3P1N2P23QN1PPR4RK1
33305,1rbq1rk14pp1p1npp2pQ81PpPP3P1N2P24N1PPR4RK1
33306,1rbq1rk14p2p1npp1ppQ81PpPP3P1N2P24N1PPR4RK1
33307,1rbq1rk14p2p1npp1ppQ8PPpPP32N2P24N1PPR4RK1
33308,nrbq1rk14p2p2pp1ppQ8PPpPP32N2P24N1PPR4RK1
33309,nrbq1rk14p2p2pp1ppQ8PPpPP32N2P24N1PPRR4K1
33310,nrbq1rk14p2p2pp2pQ5p2PPpPP32N2P24N1PPRR4K1
33311,nrbq1rk14p2p2pp2p15p2PPpPP32N1QP24N1PPRR4K1
33312,nrbq1rk14p2p2pp2p18PPpPp32N1QP24N1PPRR4K1
33313,nrbq1rk14p2p2pp2p18PPpPP32N1Q34N1PPRR4K1
33314,1rbq1rk12n1p2p2pp2p18PPpPP32N1Q34N1PPRR4K1
33315,1rbq1rk12n1p2p2pp2p13P4PPp1P32N1Q34N1PPRR4K1
33316,1rbq1rk12n1p2p3p2p13p4PPp1P32N1Q34N1PPRR4K1
33317,1rbq1rk12n1p2p3p2p13P4PPp52N1Q34N1PPRR4K1
33318,1r1q1rk11bn1p2p3p2p13P4PPp52N1Q34N1PPRR4K1
33319,1r1q1rk11bn1p2p3p2p13P4PPp52N1Q34N1PPR4RK1
33320,1r3rk11bnqp2p3p2p13P4PPp52N1Q34N1PPR4RK1
33321,1r3rk11bnqp2p3p2p13P4PPpQ42N54N1PPR4RK1
33322,1r3rk11bnq3p3pp1p13P4PPpQ42N54N1PPR4RK1
33323,1r3rk11bnq3p3pP1p18PPpQ42N54N1PPR4RK1
33324,1r3rk11b1q3p3pn1p18PPpQ42N54N1PPR4RK1
33325,1r3rk11b1q3p3pn1p18PPp3Q12N54N1PPR4RK1
33326,1r2r1k11b1q3p3pn1p18PPp3Q12N54N1PPR4RK1
33327,1r2r1k11b1q3p3pn1p18PPpN2Q12N56PPR4RK1
33328,1r2r1k11b4qp3pn1p18PPpN2Q12N56PPR4RK1
33329,1r2r1k11b4qp3pn1p18PPpN2Q12N56PP3R1RK1
33330,1r2r1k11bn3qp3p2p18PPpN2Q12N56PP3R1RK1
33331,1r2r1k11bn3qp3p2p18PPpN1Q22N56PP3R1RK1
33332,1r4k11bn3qp3p2p14r3PPpN1Q22N56PP3R1RK1
33333,1r4k11bn3qp2Np2p14r3PPp2Q22N56PP3R1RK1
33334,1r4k12n3qp2bp2p14r3PPp2Q22N56PP3R1RK1
33335,1r4k12n3qp2bp2p14r3PPQ52N56PP3R1RK1
33336,1r4k12n3qp2b3p13pr3PPQ52N56PP3R1RK1
33337,1r4k12n3qp2Q3p13pr3PP62N56PP3R1RK1
33338,3r2k12n3qp2Q3p13pr3PP62N56PP3R1RK1
33339,3r2k12n3qp1Q4p13pr3PP62N56PP3R1RK1
33340,3r2k12n1q2p1Q4p13pr3PP62N56PP3R1RK1
33341,3r2k12n1q2p6p13pr3PP1Q42N56PP3R1RK1
33342,3r2k12n4p3q2p13pr3PP1Q42N56PP3R1RK1
33343,3r2k12n4p3q2p13pr3PP1Q42N56PP3RR1K1
33344,4r1k12n4p3q2p13pr3PP1Q42N56PP3RR1K1
33345,4r1k12n4p3q2p13pR3PP1Q42N56PP3R2K1
33346,6k12n4p3q2p13pr3PP1Q42N56PP3R2K1
33347,6k12n4p3q2p11P1pr3P2Q42N56PP3R2K1
33348,6k17p3qn1p11P1pr3P2Q42N56PP3R2K1
33349,6k1Q6p3qn1p11P1pr3P72N56PP3R2K1
33350,6k1Q6p3qn1p11P2r3P2p42N56PP3R2K1
33351,6k1Q6p3qn1p11P2r3P2pN386PP3R2K1
33352,rnbqkbnrpp2pppp2p53p43PP32N5PPP2PPPR1BQKBNR
33353,rnbqkbnrpp2pppp2p583Pp32N5PPP2PPPR1BQKBNR
33354,rnbqkbnrpp2pppp2p583PN38PPP2PPPR1BQKBNR
33355,rn1qkbnrpp2pppp2p55b23PN38PPP2PPPR1BQKBNR
33356,rn1qkbnrpp2pppp2p55b23P46N1PPP2PPPR1BQKBNR
33357,rn1qkbnrpp2pppp2p3b183P46N1PPP2PPPR1BQKBNR
33358,rn1qkbnrpp2pppp2p3b183P3P6N1PPP2PP1R1BQKBNR
33359,rn1qkbnrpp2ppp12p3bp83P3P6N1PPP2PP1R1BQKBNR
33360,rn1qkbnrpp2ppp12p3bp83P3P5NN1PPP2PP1R1BQKB1R
33361,r2qkbnrpp1nppp12p3bp83P3P5NN1PPP2PP1R1BQKB1R
33362,r2qkbnrpp1nppp12p3bp83P3P3B1NN1PPP2PP1R1BQK2R
33363,r2qkbnrpp1nppp12p4p83P3P3b1NN1PPP2PP1R1BQK2R
33364,r2qkbnrpp1nppp12p4p83P3P3Q1NN1PPP2PP1R1B1K2R
33365,r3kbnrppqnppp12p4p83P3P3Q1NN1PPP2PP1R1B1K2R
33366,r3kbnrppqnppp12p4p83P3P3Q1NN1PPPB1PP1R3K2R
33367,r3kb1rppqnppp12p2n1p83P3P3Q1NN1PPPB1PP1R3K2R
33368,r3kb1rppqnppp12p2n1p83P3P3Q1NN1PPPB1PP12KR3R
33369,r3kb1rppqn1pp12p1pn1p83P3P3Q1NN1PPPB1PP12KR3R
33370,r3kb1rppqn1pp12p1pn1p83P3P3Q1NN1PPPB1PP11K1R3R
33371,2kr1b1rppqn1pp12p1pn1p83P3P3Q1NN1PPPB1PP11K1R3R
33372,2kr1b1rppqn1pp12p1pn1p82PP3P3Q1NN1PP1B1PP11K1R3R
33373,2kr1b1rppqn1pp14pn1p2p52PP3P3Q1NN1PP1B1PP11K1R3R
33374,2kr1b1rppqn1pp14pn1p2p52PP3P2BQ1NN1PP3PP11K1R3R
33375,2kr1b1rppqn1pp14pn1p82Pp3P2BQ1NN1PP3PP11K1R3R
33376,2kr1b1rppqn1pp14pn1p82PN3P2BQ2N1PP3PP11K1R3R
33377,2kr1b1r1pqn1pp1p3pn1p82PN3P2BQ2N1PP3PP11K1R3R
33378,2kr1b1r1pqn1pp1p3pn1p82PN3P2B3N1PP2QPP11K1R3R
33379,2kr3r1pqn1pp1p2bpn1p82PN3P2B3N1PP2QPP11K1R3R
33380,2kr3r1pqn1pp1p2bpn1p82PNN2P2B5PP2QPP11K1R3R
33381,2kr3r1pqn1pp1p2bp2p82PNn2P2B5PP2QPP11K1R3R
33382,2kr3r1pqn1pp1p2bp2p82PNQ2P2B5PP3PP11K1R3R
33383,2kr3r1pq2pp1p2bpn1p82PNQ2P2B5PP3PP11K1R3R
33384,2kr3r1pq2pp1p2bpn1p82PN3P2B5PP2QPP11K1R3R
33385,2k4r1pqr1pp1p2bpn1p82PN3P2B5PP2QPP11K1R3R
33386,2k4r1pqr1pp1p2bpn1p82PN3P2B5PP2QPP11KR4R
33387,2k4r1p1r1pp1p2bpn1p2q52PN3P2B5PP2QPP11KR4R
33388,2k4r1p1r1pp1p2bpn1p2q52P4P1NB5PP2QPP11KR4R
33389,2k4r1p1r1pp1p2bpn1p5q22P4P1NB5PP2QPP11KR4R
33390,2k4r1p1r1pp1p2bpn1p5q22P4P1NB5PPR1QPP11K5R
33391,2k4r1pbr1pp1p3pn1p5q22P4P1NB5PPR1QPP11K5R
33392,2k4r1pbr1pp1p3pn1p2P2q27P1NB5PPR1QPP11K5R
33393,2k4r1pb2pp1p3pn1p2Pr1q27P1NB5PPR1QPP11K5R
33394,2k4r1pb2pp1p1P1pn1p3r1q27P1NB5PPR1QPP11K5R
33395,2k4r1p3pp1pbP1pn1p3r1q27P1NB5PPR1QPP11K5R
33396,2k4r1p3pp1pbP1pn1p3r1q27P2B5PPRNQPP11K5R
33397,2k4r1p3pp1pbP1pn1p3r47P2Bq4PPRNQPP11K5R
33398,2k4r1p3pp1pbP1pn1p3r42N4P2Bq4PPR1QPP11K5R
33399,2k4r1pb2pp1p1P1pn1p3r42N4P2Bq4PPR1QPP11K5R
33400,2k4r1pb2pp1p1P1pn1p3r42N4P2BQ4PPR2PP11K5R
33401,2k4r1pb2pp1p1P1pn1p82N4P2Br4PPR2PP11K5R
33402,2k4r1pb2pp1p1P1pn1p4N37P2Br4PPR2PP11K5R
33403,2k4r1pb2pp1p1P1pn1p4N37P2r5PPR2PP11K5R
33404,2k4r1Pb2pp1p3pn1p4N37P2r5PPR2PP11K5R
